game_index,seed,score_0,score_1,winner,num_legs,num_turns,agent_seat_0,agent_seat_1,focal_seat
717,717,59,88,1,7,94,HeuristicAgent,GreedyAgent,1
718,718,65,52,0,5,63,GreedyAgent,HeuristicAgent,0
719,719,35,53,1,4,60,HeuristicAgent,GreedyAgent,1
720,720,61,62,1,6,78,GreedyAgent,HeuristicAgent,0
721,721,61,76,1,7,79,HeuristicAgent,GreedyAgent,1
722,722,53,47,0,5,65,GreedyAgent,HeuristicAgent,0
723,723,49,63,1,5,67,HeuristicAgent,GreedyAgent,1
724,724,77,58,0,7,89,GreedyAgent,HeuristicAgent,0
725,725,47,47,tie,4,51,HeuristicAgent,GreedyAgent,1
726,726,64,39,0,5,59,GreedyAgent,HeuristicAgent,0
727,727,77,81,1,8,117,HeuristicAgent,GreedyAgent,1
728,728,42,34,0,3,40,GreedyAgent,HeuristicAgent,0
729,729,35,47,1,3,37,HeuristicAgent,GreedyAgent,1
730,730,51,48,0,5,67,GreedyAgent,HeuristicAgent,0
731,731,66,70,1,6,87,HeuristicAgent,GreedyAgent,1
732,732,59,50,0,5,68,GreedyAgent,HeuristicAgent,0
733,733,35,36,1,4,50,HeuristicAgent,GreedyAgent,1
734,734,65,38,0,4,52,GreedyAgent,HeuristicAgent,0
735,735,53,63,1,5,65,HeuristicAgent,GreedyAgent,1
736,736,52,35,0,5,79,GreedyAgent,HeuristicAgent,0
737,737,47,68,1,6,76,HeuristicAgent,GreedyAgent,1
738,738,56,34,0,5,70,GreedyAgent,HeuristicAgent,0
739,739,27,44,1,4,48,HeuristicAgent,GreedyAgent,1
740,740,65,45,0,5,70,GreedyAgent,HeuristicAgent,0
741,741,46,85,1,6,84,HeuristicAgent,GreedyAgent,1
742,742,61,56,0,5,61,GreedyAgent,HeuristicAgent,0
743,743,60,66,1,6,76,HeuristicAgent,GreedyAgent,1
744,744,60,50,0,6,79,GreedyAgent,HeuristicAgent,0
745,745,46,54,1,4,49,HeuristicAgent,GreedyAgent,1
746,746,56,36,0,4,52,GreedyAgent,HeuristicAgent,0
747,747,44,57,1,5,65,HeuristicAgent,GreedyAgent,1
748,748,40,34,0,3,40,GreedyAgent,HeuristicAgent,0
749,749,58,56,0,5,60,HeuristicAgent,GreedyAgent,1
750,750,66,62,0,6,83,GreedyAgent,HeuristicAgent,0
751,751,53,61,1,5,66,HeuristicAgent,GreedyAgent,1
752,752,80,46,0,5,67,GreedyAgent,HeuristicAgent,0
753,753,37,52,1,4,59,HeuristicAgent,GreedyAgent,1
754,754,74,49,0,5,66,GreedyAgent,HeuristicAgent,0
755,755,35,48,1,4,47,HeuristicAgent,GreedyAgent,1
756,756,74,43,0,5,66,GreedyAgent,HeuristicAgent,0
757,757,38,55,1,4,55,HeuristicAgent,GreedyAgent,1
758,758,57,56,0,5,54,GreedyAgent,HeuristicAgent,0
759,759,39,40,1,3,47,HeuristicAgent,GreedyAgent,1
760,760,49,54,1,6,84,GreedyAgent,HeuristicAgent,0
761,761,35,44,1,3,39,HeuristicAgent,GreedyAgent,1
762,762,63,42,0,5,57,GreedyAgent,HeuristicAgent,0
763,763,55,49,0,6,84,HeuristicAgent,GreedyAgent,1
764,764,48,26,0,4,53,GreedyAgent,HeuristicAgent,0
765,765,44,58,1,5,65,HeuristicAgent,GreedyAgent,1
766,766,57,35,0,5,63,GreedyAgent,HeuristicAgent,0
767,767,46,66,1,6,72,HeuristicAgent,GreedyAgent,1
768,768,50,47,0,5,64,GreedyAgent,HeuristicAgent,0
769,769,37,56,1,4,54,HeuristicAgent,GreedyAgent,1
770,770,60,35,0,4,49,GreedyAgent,HeuristicAgent,0
771,771,54,37,0,6,81,HeuristicAgent,GreedyAgent,1
772,772,45,36,0,4,55,GreedyAgent,HeuristicAgent,0
773,773,56,58,1,6,79,HeuristicAgent,GreedyAgent,1
774,774,54,34,0,4,57,GreedyAgent,HeuristicAgent,0
775,775,45,60,1,5,61,HeuristicAgent,GreedyAgent,1
776,776,35,50,1,4,52,GreedyAgent,HeuristicAgent,0
777,777,27,55,1,5,70,HeuristicAgent,GreedyAgent,1
778,778,67,49,0,6,86,GreedyAgent,HeuristicAgent,0
779,779,51,56,1,6,82,HeuristicAgent,GreedyAgent,1
780,780,68,40,0,5,69,GreedyAgent,HeuristicAgent,0
781,781,48,68,1,5,63,HeuristicAgent,GreedyAgent,1
782,782,47,42,0,4,59,GreedyAgent,HeuristicAgent,0
783,783,29,50,1,4,48,HeuristicAgent,GreedyAgent,1
784,784,53,50,0,5,64,GreedyAgent,HeuristicAgent,0
785,785,44,56,1,5,73,HeuristicAgent,GreedyAgent,1
786,786,62,46,0,5,69,GreedyAgent,HeuristicAgent,0
787,787,46,40,0,4,56,HeuristicAgent,GreedyAgent,1
788,788,42,46,1,5,73,GreedyAgent,HeuristicAgent,0
789,789,40,67,1,5,66,HeuristicAgent,GreedyAgent,1
790,790,45,35,0,4,57,GreedyAgent,HeuristicAgent,0
791,791,44,59,1,5,70,HeuristicAgent,GreedyAgent,1
792,792,48,35,0,3,42,GreedyAgent,HeuristicAgent,0
793,793,41,51,1,4,45,HeuristicAgent,GreedyAgent,1
794,794,51,35,0,4,49,GreedyAgent,HeuristicAgent,0
795,795,54,72,1,6,84,HeuristicAgent,GreedyAgent,1
796,796,55,44,0,4,55,GreedyAgent,HeuristicAgent,0
797,797,39,56,1,5,74,HeuristicAgent,GreedyAgent,1
798,798,50,53,1,5,60,GreedyAgent,HeuristicAgent,0
799,799,40,50,1,4,61,HeuristicAgent,GreedyAgent,1
800,800,43,43,tie,4,54,GreedyAgent,HeuristicAgent,0
801,801,43,46,1,4,51,HeuristicAgent,GreedyAgent,1
802,802,59,55,0,5,68,GreedyAgent,HeuristicAgent,0
803,803,61,76,1,6,79,HeuristicAgent,GreedyAgent,1
804,804,52,48,0,4,58,GreedyAgent,HeuristicAgent,0
805,805,58,54,0,6,77,HeuristicAgent,GreedyAgent,1
806,806,79,30,0,5,80,GreedyAgent,HeuristicAgent,0
807,807,39,41,1,5,61,HeuristicAgent,GreedyAgent,1
808,808,47,23,0,3,38,GreedyAgent,HeuristicAgent,0
809,809,54,48,0,5,65,HeuristicAgent,GreedyAgent,1
810,810,73,40,0,5,60,GreedyAgent,HeuristicAgent,0
811,811,36,53,1,4,48,HeuristicAgent,GreedyAgent,1
812,812,50,57,1,5,70,GreedyAgent,HeuristicAgent,0
813,813,53,45,0,6,79,HeuristicAgent,GreedyAgent,1
814,814,65,46,0,5,65,GreedyAgent,HeuristicAgent,0
815,815,42,42,tie,4,62,HeuristicAgent,GreedyAgent,1
816,816,61,61,tie,6,76,GreedyAgent,HeuristicAgent,0
817,817,45,50,1,5,66,HeuristicAgent,GreedyAgent,1
818,818,55,42,0,4,50,GreedyAgent,HeuristicAgent,0
819,819,52,60,1,5,67,HeuristicAgent,GreedyAgent,1
820,820,54,42,0,5,71,GreedyAgent,HeuristicAgent,0
821,821,51,68,1,6,83,HeuristicAgent,GreedyAgent,1
822,822,55,36,0,5,74,GreedyAgent,HeuristicAgent,0
823,823,38,55,1,4,60,HeuristicAgent,GreedyAgent,1
824,824,59,53,0,5,64,GreedyAgent,HeuristicAgent,0
825,825,54,55,1,5,71,HeuristicAgent,GreedyAgent,1
826,826,52,43,0,4,51,GreedyAgent,HeuristicAgent,0
827,827,29,39,1,6,87,HeuristicAgent,GreedyAgent,1
828,828,62,49,0,5,61,GreedyAgent,HeuristicAgent,0
829,829,48,57,1,4,53,HeuristicAgent,GreedyAgent,1
830,830,51,42,0,4,52,GreedyAgent,HeuristicAgent,0
831,831,52,44,0,6,81,HeuristicAgent,GreedyAgent,1
832,832,54,37,0,4,52,GreedyAgent,HeuristicAgent,0
833,833,53,74,1,6,92,HeuristicAgent,GreedyAgent,1
834,834,61,45,0,4,58,GreedyAgent,HeuristicAgent,0
835,835,37,52,1,4,51,HeuristicAgent,GreedyAgent,1
836,836,74,71,0,7,98,GreedyAgent,HeuristicAgent,0
837,837,42,46,1,5,69,HeuristicAgent,GreedyAgent,1
838,838,63,54,0,6,92,GreedyAgent,HeuristicAgent,0
839,839,50,45,0,5,56,HeuristicAgent,GreedyAgent,1
840,840,48,32,0,4,53,GreedyAgent,HeuristicAgent,0
841,841,46,44,0,4,48,HeuristicAgent,GreedyAgent,1
842,842,43,21,0,3,42,GreedyAgent,HeuristicAgent,0
843,843,52,57,1,5,66,HeuristicAgent,GreedyAgent,1
844,844,49,39,0,4,61,GreedyAgent,HeuristicAgent,0
845,845,42,52,1,4,60,HeuristicAgent,GreedyAgent,1
846,846,69,52,0,5,67,GreedyAgent,HeuristicAgent,0
847,847,40,75,1,6,78,HeuristicAgent,GreedyAgent,1
848,848,55,58,1,5,60,GreedyAgent,HeuristicAgent,0
849,849,43,52,1,4,51,HeuristicAgent,GreedyAgent,1
850,850,61,32,0,5,65,GreedyAgent,HeuristicAgent,0
851,851,63,30,0,7,94,HeuristicAgent,GreedyAgent,1
852,852,54,46,0,4,52,GreedyAgent,HeuristicAgent,0
853,853,48,62,1,6,82,HeuristicAgent,GreedyAgent,1
854,854,76,43,0,5,61,GreedyAgent,HeuristicAgent,0
855,855,44,45,1,5,60,HeuristicAgent,GreedyAgent,1
856,856,54,56,1,6,82,GreedyAgent,HeuristicAgent,0
857,857,59,44,0,5,69,HeuristicAgent,GreedyAgent,1
858,858,61,49,0,5,60,GreedyAgent,HeuristicAgent,0
859,859,40,52,1,4,56,HeuristicAgent,GreedyAgent,1
860,860,47,26,0,3,47,GreedyAgent,HeuristicAgent,0
861,861,52,58,1,5,67,HeuristicAgent,GreedyAgent,1
862,862,57,41,0,4,50,GreedyAgent,HeuristicAgent,0
863,863,43,80,1,6,92,HeuristicAgent,GreedyAgent,1
864,864,54,54,tie,5,58,GreedyAgent,HeuristicAgent,0
865,865,42,40,0,4,50,HeuristicAgent,GreedyAgent,1
866,866,44,45,1,5,64,GreedyAgent,HeuristicAgent,0
867,867,43,58,1,5,70,HeuristicAgent,GreedyAgent,1
868,868,76,61,0,6,89,GreedyAgent,HeuristicAgent,0
869,869,46,59,1,6,82,HeuristicAgent,GreedyAgent,1
870,870,70,67,0,7,92,GreedyAgent,HeuristicAgent,0
871,871,41,56,1,4,53,HeuristicAgent,GreedyAgent,1
872,872,48,39,0,4,56,GreedyAgent,HeuristicAgent,0
873,873,56,75,1,6,73,HeuristicAgent,GreedyAgent,1
874,874,63,58,0,6,74,GreedyAgent,HeuristicAgent,0
875,875,55,55,tie,5,74,HeuristicAgent,GreedyAgent,1
876,876,50,54,1,5,75,GreedyAgent,HeuristicAgent,0
877,877,52,63,1,5,67,HeuristicAgent,GreedyAgent,1
878,878,41,33,0,4,56,GreedyAgent,HeuristicAgent,0
879,879,31,40,1,4,46,HeuristicAgent,GreedyAgent,1
880,880,55,45,0,7,107,GreedyAgent,HeuristicAgent,0
881,881,47,49,1,4,55,HeuristicAgent,GreedyAgent,1
882,882,45,44,0,4,50,GreedyAgent,HeuristicAgent,0
883,883,51,55,1,5,67,HeuristicAgent,GreedyAgent,1
884,884,70,50,0,6,82,GreedyAgent,HeuristicAgent,0
885,885,48,53,1,5,75,HeuristicAgent,GreedyAgent,1
886,886,49,49,tie,4,54,GreedyAgent,HeuristicAgent,0
887,887,54,51,0,5,68,HeuristicAgent,GreedyAgent,1
888,888,57,43,0,4,55,GreedyAgent,HeuristicAgent,0
889,889,48,69,1,5,72,HeuristicAgent,GreedyAgent,1
890,890,66,64,0,7,83,GreedyAgent,HeuristicAgent,0
891,891,38,55,1,4,60,HeuristicAgent,GreedyAgent,1
892,892,53,42,0,4,57,GreedyAgent,HeuristicAgent,0
893,893,51,72,1,6,87,HeuristicAgent,GreedyAgent,1
894,894,61,51,0,5,63,GreedyAgent,HeuristicAgent,0
895,895,39,68,1,5,68,HeuristicAgent,GreedyAgent,1
896,896,60,58,0,6,79,GreedyAgent,HeuristicAgent,0
897,897,46,42,0,4,52,HeuristicAgent,GreedyAgent,1
898,898,82,67,0,7,81,GreedyAgent,HeuristicAgent,0
899,899,63,66,1,7,96,HeuristicAgent,GreedyAgent,1
900,900,62,47,0,6,100,GreedyAgent,HeuristicAgent,0
901,901,35,43,1,4,61,HeuristicAgent,GreedyAgent,1
902,902,52,49,0,4,54,GreedyAgent,HeuristicAgent,0
903,903,53,62,1,5,67,HeuristicAgent,GreedyAgent,1
904,904,44,32,0,4,43,GreedyAgent,HeuristicAgent,0
905,905,42,55,1,4,47,HeuristicAgent,GreedyAgent,1
906,906,60,49,0,5,80,GreedyAgent,HeuristicAgent,0
907,907,29,46,1,4,65,HeuristicAgent,GreedyAgent,1
908,908,54,39,0,4,57,GreedyAgent,HeuristicAgent,0
909,909,56,60,1,5,71,HeuristicAgent,GreedyAgent,1
910,910,55,58,1,6,78,GreedyAgent,HeuristicAgent,0
911,911,41,41,tie,5,64,HeuristicAgent,GreedyAgent,1
912,912,47,46,0,4,55,GreedyAgent,HeuristicAgent,0
913,913,53,79,1,6,73,HeuristicAgent,GreedyAgent,1
914,914,52,40,0,5,66,GreedyAgent,HeuristicAgent,0
915,915,43,59,1,6,79,HeuristicAgent,GreedyAgent,1
916,916,50,43,0,4,65,GreedyAgent,HeuristicAgent,0
917,917,57,49,0,5,57,HeuristicAgent,GreedyAgent,1
918,918,54,45,0,4,54,GreedyAgent,HeuristicAgent,0
919,919,45,46,1,5,61,HeuristicAgent,GreedyAgent,1
920,920,60,51,0,5,62,GreedyAgent,HeuristicAgent,0
921,921,45,46,1,5,73,HeuristicAgent,GreedyAgent,1
922,922,49,49,tie,4,58,GreedyAgent,HeuristicAgent,0
923,923,59,57,0,6,78,HeuristicAgent,GreedyAgent,1
924,924,52,58,1,5,64,GreedyAgent,HeuristicAgent,0
925,925,39,51,1,5,73,HeuristicAgent,GreedyAgent,1
926,926,57,39,0,7,98,GreedyAgent,HeuristicAgent,0
927,927,91,78,0,8,103,HeuristicAgent,GreedyAgent,1
928,928,89,60,0,7,105,GreedyAgent,HeuristicAgent,0
929,929,38,58,1,4,53,HeuristicAgent,GreedyAgent,1
930,930,43,52,1,5,83,GreedyAgent,HeuristicAgent,0
931,931,36,63,1,5,63,HeuristicAgent,GreedyAgent,1
932,932,59,54,0,6,85,GreedyAgent,HeuristicAgent,0
933,933,47,57,1,4,60,HeuristicAgent,GreedyAgent,1
934,934,64,46,0,5,65,GreedyAgent,HeuristicAgent,0
935,935,54,69,1,6,80,HeuristicAgent,GreedyAgent,1
936,936,69,39,0,5,70,GreedyAgent,HeuristicAgent,0
937,937,51,40,0,4,55,HeuristicAgent,GreedyAgent,1
938,938,45,46,1,4,49,GreedyAgent,HeuristicAgent,0
939,939,62,55,0,5,73,HeuristicAgent,GreedyAgent,1
940,940,52,46,0,4,56,GreedyAgent,HeuristicAgent,0
941,941,33,49,1,4,50,HeuristicAgent,GreedyAgent,1
942,942,74,30,0,6,93,GreedyAgent,HeuristicAgent,0
943,943,42,53,1,5,70,HeuristicAgent,GreedyAgent,1
944,944,64,52,0,6,74,GreedyAgent,HeuristicAgent,0
945,945,38,79,1,7,94,HeuristicAgent,GreedyAgent,1
946,946,43,59,1,5,58,GreedyAgent,HeuristicAgent,0
947,947,53,60,1,5,65,HeuristicAgent,GreedyAgent,1
948,948,55,54,0,5,68,GreedyAgent,HeuristicAgent,0
949,949,42,66,1,5,76,HeuristicAgent,GreedyAgent,1
950,950,62,34,0,5,65,GreedyAgent,HeuristicAgent,0
951,951,49,59,1,5,77,HeuristicAgent,GreedyAgent,1
952,952,51,43,0,4,47,GreedyAgent,HeuristicAgent,0
953,953,36,42,1,4,51,HeuristicAgent,GreedyAgent,1
954,954,50,37,0,4,56,GreedyAgent,HeuristicAgent,0
955,955,33,39,1,4,59,HeuristicAgent,GreedyAgent,1
956,956,57,42,0,5,71,GreedyAgent,HeuristicAgent,0
957,957,45,61,1,5,68,HeuristicAgent,GreedyAgent,1
958,958,68,48,0,5,66,GreedyAgent,HeuristicAgent,0
959,959,58,65,1,6,79,HeuristicAgent,GreedyAgent,1
960,960,51,42,0,5,69,GreedyAgent,HeuristicAgent,0
961,961,50,56,1,5,58,HeuristicAgent,GreedyAgent,1
962,962,70,45,0,5,71,GreedyAgent,HeuristicAgent,0
963,963,21,44,1,3,43,HeuristicAgent,GreedyAgent,1
964,964,35,47,1,4,59,GreedyAgent,HeuristicAgent,0
965,965,41,76,1,5,75,HeuristicAgent,GreedyAgent,1
966,966,58,58,tie,6,88,GreedyAgent,HeuristicAgent,0
967,967,55,56,1,5,67,HeuristicAgent,GreedyAgent,1
968,968,56,44,0,5,66,GreedyAgent,HeuristicAgent,0
969,969,37,53,1,5,75,HeuristicAgent,GreedyAgent,1
970,970,52,41,0,4,52,GreedyAgent,HeuristicAgent,0
971,971,46,67,1,5,65,HeuristicAgent,GreedyAgent,1
972,972,50,44,0,4,62,GreedyAgent,HeuristicAgent,0
973,973,40,59,1,5,58,HeuristicAgent,GreedyAgent,1
974,974,38,39,1,3,48,GreedyAgent,HeuristicAgent,0
975,975,51,58,1,5,63,HeuristicAgent,GreedyAgent,1
976,976,58,43,0,4,56,GreedyAgent,HeuristicAgent,0
977,977,49,53,1,6,78,HeuristicAgent,GreedyAgent,1
978,978,49,43,0,4,54,GreedyAgent,HeuristicAgent,0
979,979,55,69,1,6,78,HeuristicAgent,GreedyAgent,1
980,980,67,37,0,6,84,GreedyAgent,HeuristicAgent,0
981,981,43,72,1,6,82,HeuristicAgent,GreedyAgent,1
982,982,74,59,0,6,88,GreedyAgent,HeuristicAgent,0
983,983,45,66,1,6,78,HeuristicAgent,GreedyAgent,1
984,984,69,42,0,5,60,GreedyAgent,HeuristicAgent,0
985,985,65,64,0,7,98,HeuristicAgent,GreedyAgent,1
986,986,43,54,1,4,64,GreedyAgent,HeuristicAgent,0
987,987,44,48,1,5,69,HeuristicAgent,GreedyAgent,1
988,988,56,46,0,4,55,GreedyAgent,HeuristicAgent,0
989,989,36,58,1,5,63,HeuristicAgent,GreedyAgent,1
990,990,64,49,0,5,61,GreedyAgent,HeuristicAgent,0
991,991,48,80,1,6,82,HeuristicAgent,GreedyAgent,1
992,992,62,50,0,5,68,GreedyAgent,HeuristicAgent,0
993,993,30,54,1,4,57,HeuristicAgent,GreedyAgent,1
994,994,56,37,0,4,55,GreedyAgent,HeuristicAgent,0
995,995,48,51,1,5,65,HeuristicAgent,GreedyAgent,1
996,996,60,51,0,5,62,GreedyAgent,HeuristicAgent,0
997,997,53,70,1,6,91,HeuristicAgent,GreedyAgent,1
998,998,52,28,0,4,45,GreedyAgent,HeuristicAgent,0
999,999,42,51,1,4,54,HeuristicAgent,GreedyAgent,1
