game_index,seed,score_0,score_1,winner,num_legs,num_turns,agent_seat_0,agent_seat_1,focal_seat
0,0,27,39,1,4,48,BoundedGreedyAgent,HeuristicAgent,0
1,1,49,58,1,5,64,HeuristicAgent,BoundedGreedyAgent,1
2,2,33,36,1,4,51,BoundedGreedyAgent,HeuristicAgent,0
3,3,41,55,1,4,45,HeuristicAgent,BoundedGreedyAgent,1
4,4,72,52,0,6,81,BoundedGreedyAgent,HeuristicAgent,0
5,5,44,63,1,5,68,HeuristicAgent,BoundedGreedyAgent,1
6,6,56,45,0,5,68,BoundedGreedyAgent,HeuristicAgent,0
7,7,46,70,1,5,75,HeuristicAgent,BoundedGreedyAgent,1
8,8,60,41,0,5,67,BoundedGreedyAgent,HeuristicAgent,0
9,9,35,49,1,4,55,HeuristicAgent,BoundedGreedyAgent,1
10,10,74,67,0,6,84,BoundedGreedyAgent,HeuristicAgent,0
11,11,26,55,1,5,66,HeuristicAgent,BoundedGreedyAgent,1
12,12,57,46,0,5,70,BoundedGreedyAgent,HeuristicAgent,0
13,13,37,59,1,4,48,HeuristicAgent,BoundedGreedyAgent,1
14,14,40,43,1,4,48,BoundedGreedyAgent,HeuristicAgent,0
15,15,29,63,1,4,53,HeuristicAgent,BoundedGreedyAgent,1
16,16,58,43,0,5,63,BoundedGreedyAgent,HeuristicAgent,0
17,17,57,52,0,6,75,HeuristicAgent,BoundedGreedyAgent,1
18,18,39,51,1,5,55,BoundedGreedyAgent,HeuristicAgent,0
19,19,44,49,1,5,69,HeuristicAgent,BoundedGreedyAgent,1
20,20,77,60,0,7,83,BoundedGreedyAgent,HeuristicAgent,0
21,21,35,46,1,4,55,HeuristicAgent,BoundedGreedyAgent,1
22,22,39,33,0,4,41,BoundedGreedyAgent,HeuristicAgent,0
23,23,41,42,1,5,63,HeuristicAgent,BoundedGreedyAgent,1
24,24,65,49,0,5,62,BoundedGreedyAgent,HeuristicAgent,0
25,25,47,54,1,5,69,HeuristicAgent,BoundedGreedyAgent,1
26,26,49,43,0,4,58,BoundedGreedyAgent,HeuristicAgent,0
27,27,41,38,0,4,51,HeuristicAgent,BoundedGreedyAgent,1
28,28,39,37,0,4,48,BoundedGreedyAgent,HeuristicAgent,0
29,29,39,61,1,5,79,HeuristicAgent,BoundedGreedyAgent,1
30,30,42,34,0,4,58,BoundedGreedyAgent,HeuristicAgent,0
31,31,28,34,1,3,40,HeuristicAgent,BoundedGreedyAgent,1
32,32,53,54,1,5,67,BoundedGreedyAgent,HeuristicAgent,0
33,33,36,56,1,4,52,HeuristicAgent,BoundedGreedyAgent,1
34,34,39,39,tie,4,51,BoundedGreedyAgent,HeuristicAgent,0
35,35,51,47,0,5,72,HeuristicAgent,BoundedGreedyAgent,1
36,36,62,43,0,5,62,BoundedGreedyAgent,HeuristicAgent,0
37,37,24,50,1,3,32,HeuristicAgent,BoundedGreedyAgent,1
38,38,50,29,0,4,42,BoundedGreedyAgent,HeuristicAgent,0
39,39,37,53,1,4,50,HeuristicAgent,BoundedGreedyAgent,1
40,40,75,44,0,5,67,BoundedGreedyAgent,HeuristicAgent,0
41,41,50,76,1,6,79,HeuristicAgent,BoundedGreedyAgent,1
42,42,77,46,0,6,71,BoundedGreedyAgent,HeuristicAgent,0
43,43,46,66,1,5,61,HeuristicAgent,BoundedGreedyAgent,1
44,44,77,41,0,5,66,BoundedGreedyAgent,HeuristicAgent,0
45,45,51,55,1,5,63,HeuristicAgent,BoundedGreedyAgent,1
46,46,49,40,0,4,52,BoundedGreedyAgent,HeuristicAgent,0
47,47,44,88,1,6,77,HeuristicAgent,BoundedGreedyAgent,1
48,48,61,47,0,5,62,BoundedGreedyAgent,HeuristicAgent,0
49,49,33,52,1,5,62,HeuristicAgent,BoundedGreedyAgent,1
50,50,61,51,0,5,71,BoundedGreedyAgent,HeuristicAgent,0
51,51,44,63,1,5,54,HeuristicAgent,BoundedGreedyAgent,1
52,52,75,58,0,6,73,BoundedGreedyAgent,HeuristicAgent,0
53,53,66,66,tie,7,100,HeuristicAgent,BoundedGreedyAgent,1
54,54,30,32,1,3,40,BoundedGreedyAgent,HeuristicAgent,0
55,55,31,47,1,3,43,HeuristicAgent,BoundedGreedyAgent,1
56,56,68,52,0,5,66,BoundedGreedyAgent,HeuristicAgent,0
57,57,46,43,0,5,74,HeuristicAgent,BoundedGreedyAgent,1
58,58,50,38,0,4,50,BoundedGreedyAgent,HeuristicAgent,0
59,59,48,65,1,6,78,HeuristicAgent,BoundedGreedyAgent,1
60,60,42,46,1,4,54,BoundedGreedyAgent,HeuristicAgent,0
61,61,44,45,1,4,62,HeuristicAgent,BoundedGreedyAgent,1
62,62,47,59,1,6,78,BoundedGreedyAgent,HeuristicAgent,0
63,63,43,77,1,6,93,HeuristicAgent,BoundedGreedyAgent,1
64,64,63,56,0,5,72,BoundedGreedyAgent,HeuristicAgent,0
65,65,37,57,1,5,75,HeuristicAgent,BoundedGreedyAgent,1
66,66,51,40,0,5,64,BoundedGreedyAgent,HeuristicAgent,0
67,67,41,46,1,4,52,HeuristicAgent,BoundedGreedyAgent,1
68,68,56,52,0,6,82,BoundedGreedyAgent,HeuristicAgent,0
69,69,48,66,1,5,66,HeuristicAgent,BoundedGreedyAgent,1
70,70,54,39,0,4,53,BoundedGreedyAgent,HeuristicAgent,0
71,71,30,61,1,4,52,HeuristicAgent,BoundedGreedyAgent,1
72,72,29,32,1,3,48,BoundedGreedyAgent,HeuristicAgent,0
73,73,52,68,1,6,67,HeuristicAgent,BoundedGreedyAgent,1
74,74,74,44,0,5,65,BoundedGreedyAgent,HeuristicAgent,0
75,75,41,41,tie,5,78,HeuristicAgent,BoundedGreedyAgent,1
76,76,75,46,0,6,78,BoundedGreedyAgent,HeuristicAgent,0
77,77,46,75,1,6,90,HeuristicAgent,BoundedGreedyAgent,1
78,78,81,53,0,6,70,BoundedGreedyAgent,HeuristicAgent,0
79,79,48,60,1,5,70,HeuristicAgent,BoundedGreedyAgent,1
80,80,57,58,1,5,78,BoundedGreedyAgent,HeuristicAgent,0
81,81,34,38,1,5,58,HeuristicAgent,BoundedGreedyAgent,1
82,82,67,53,0,5,62,BoundedGreedyAgent,HeuristicAgent,0
83,83,48,49,1,5,53,HeuristicAgent,BoundedGreedyAgent,1
84,84,68,35,0,5,64,BoundedGreedyAgent,HeuristicAgent,0
85,85,22,39,1,3,33,HeuristicAgent,BoundedGreedyAgent,1
86,86,47,39,0,4,54,BoundedGreedyAgent,HeuristicAgent,0
87,87,32,57,1,4,61,HeuristicAgent,BoundedGreedyAgent,1
88,88,49,38,0,5,61,BoundedGreedyAgent,HeuristicAgent,0
89,89,52,75,1,6,71,HeuristicAgent,BoundedGreedyAgent,1
90,90,85,59,0,7,83,BoundedGreedyAgent,HeuristicAgent,0
91,91,40,55,1,4,53,HeuristicAgent,BoundedGreedyAgent,1
92,92,44,40,0,4,52,BoundedGreedyAgent,HeuristicAgent,0
93,93,65,52,0,5,74,HeuristicAgent,BoundedGreedyAgent,1
94,94,49,43,0,5,70,BoundedGreedyAgent,HeuristicAgent,0
95,95,41,70,1,5,79,HeuristicAgent,BoundedGreedyAgent,1
96,96,31,29,0,3,34,BoundedGreedyAgent,HeuristicAgent,0
97,97,53,47,0,5,69,HeuristicAgent,BoundedGreedyAgent,1
98,98,57,30,0,4,53,BoundedGreedyAgent,HeuristicAgent,0
99,99,36,32,0,4,47,HeuristicAgent,BoundedGreedyAgent,1
100,100,50,55,1,6,86,BoundedGreedyAgent,HeuristicAgent,0
101,101,41,44,1,4,53,HeuristicAgent,BoundedGreedyAgent,1
102,102,61,38,0,4,48,BoundedGreedyAgent,HeuristicAgent,0
103,103,44,63,1,5,67,HeuristicAgent,BoundedGreedyAgent,1
104,104,46,32,0,4,50,BoundedGreedyAgent,HeuristicAgent,0
105,105,38,48,1,3,44,HeuristicAgent,BoundedGreedyAgent,1
106,106,73,41,0,5,66,BoundedGreedyAgent,HeuristicAgent,0
107,107,29,50,1,3,42,HeuristicAgent,BoundedGreedyAgent,1
108,108,46,33,0,4,50,BoundedGreedyAgent,HeuristicAgent,0
109,109,43,56,1,4,49,HeuristicAgent,BoundedGreedyAgent,1
110,110,42,24,0,4,60,BoundedGreedyAgent,HeuristicAgent,0
111,111,33,39,1,5,62,HeuristicAgent,BoundedGreedyAgent,1
112,112,73,42,0,6,81,BoundedGreedyAgent,HeuristicAgent,0
113,113,37,53,1,4,53,HeuristicAgent,BoundedGreedyAgent,1
114,114,66,43,0,6,78,BoundedGreedyAgent,HeuristicAgent,0
115,115,53,60,1,5,65,HeuristicAgent,BoundedGreedyAgent,1
116,116,57,53,0,5,65,BoundedGreedyAgent,HeuristicAgent,0
117,117,33,60,1,5,60,HeuristicAgent,BoundedGreedyAgent,1
118,118,64,58,0,6,78,BoundedGreedyAgent,HeuristicAgent,0
119,119,50,74,1,6,81,HeuristicAgent,BoundedGreedyAgent,1
120,120,73,47,0,6,72,BoundedGreedyAgent,HeuristicAgent,0
121,121,54,64,1,6,81,HeuristicAgent,BoundedGreedyAgent,1
122,122,60,38,0,5,74,BoundedGreedyAgent,HeuristicAgent,0
123,123,50,65,1,5,67,HeuristicAgent,BoundedGreedyAgent,1
124,124,41,34,0,4,56,BoundedGreedyAgent,HeuristicAgent,0
125,125,44,45,1,4,51,HeuristicAgent,BoundedGreedyAgent,1
126,126,51,31,0,4,60,BoundedGreedyAgent,HeuristicAgent,0
127,127,50,59,1,5,63,HeuristicAgent,BoundedGreedyAgent,1
128,128,41,32,0,4,52,BoundedGreedyAgent,HeuristicAgent,0
129,129,36,49,1,5,57,HeuristicAgent,BoundedGreedyAgent,1
130,130,59,29,0,5,66,BoundedGreedyAgent,HeuristicAgent,0
131,131,48,57,1,5,55,HeuristicAgent,BoundedGreedyAgent,1
132,132,51,56,1,5,80,BoundedGreedyAgent,HeuristicAgent,0
133,133,36,43,1,4,53,HeuristicAgent,BoundedGreedyAgent,1
134,134,70,50,0,6,90,BoundedGreedyAgent,HeuristicAgent,0
135,135,32,56,1,4,67,HeuristicAgent,BoundedGreedyAgent,1
136,136,60,48,0,5,75,BoundedGreedyAgent,HeuristicAgent,0
137,137,49,48,0,5,76,HeuristicAgent,BoundedGreedyAgent,1
138,138,53,33,0,5,66,BoundedGreedyAgent,HeuristicAgent,0
139,139,56,39,0,5,80,HeuristicAgent,BoundedGreedyAgent,1
140,140,50,33,0,5,68,BoundedGreedyAgent,HeuristicAgent,0
141,141,33,49,1,4,49,HeuristicAgent,BoundedGreedyAgent,1
142,142,63,47,0,5,76,BoundedGreedyAgent,HeuristicAgent,0
143,143,41,59,1,5,64,HeuristicAgent,BoundedGreedyAgent,1
144,144,67,40,0,5,67,BoundedGreedyAgent,HeuristicAgent,0
145,145,60,80,1,7,99,HeuristicAgent,BoundedGreedyAgent,1
146,146,59,54,0,5,68,BoundedGreedyAgent,HeuristicAgent,0
147,147,30,44,1,5,67,HeuristicAgent,BoundedGreedyAgent,1
148,148,36,19,0,2,28,BoundedGreedyAgent,HeuristicAgent,0
149,149,58,76,1,6,79,HeuristicAgent,BoundedGreedyAgent,1
150,150,43,28,0,4,68,BoundedGreedyAgent,HeuristicAgent,0
151,151,39,53,1,4,60,HeuristicAgent,BoundedGreedyAgent,1
152,152,53,44,0,4,49,BoundedGreedyAgent,HeuristicAgent,0
153,153,44,65,1,5,57,HeuristicAgent,BoundedGreedyAgent,1
154,154,75,54,0,7,98,BoundedGreedyAgent,HeuristicAgent,0
155,155,46,66,1,6,82,HeuristicAgent,BoundedGreedyAgent,1
156,156,59,52,0,6,88,BoundedGreedyAgent,HeuristicAgent,0
157,157,73,62,0,6,92,HeuristicAgent,BoundedGreedyAgent,1
158,158,70,35,0,5,77,BoundedGreedyAgent,HeuristicAgent,0
159,159,39,41,1,6,85,HeuristicAgent,BoundedGreedyAgent,1
160,160,55,49,0,4,56,BoundedGreedyAgent,HeuristicAgent,0
161,161,62,63,1,6,93,HeuristicAgent,BoundedGreedyAgent,1
162,162,80,56,0,6,74,BoundedGreedyAgent,HeuristicAgent,0
163,163,48,60,1,5,65,HeuristicAgent,BoundedGreedyAgent,1
164,164,50,28,0,4,42,BoundedGreedyAgent,HeuristicAgent,0
165,165,47,59,1,6,79,HeuristicAgent,BoundedGreedyAgent,1
166,166,68,45,0,5,68,BoundedGreedyAgent,HeuristicAgent,0
167,167,56,69,1,6,69,HeuristicAgent,BoundedGreedyAgent,1
168,168,61,43,0,5,62,BoundedGreedyAgent,HeuristicAgent,0
169,169,48,58,1,5,64,HeuristicAgent,BoundedGreedyAgent,1
170,170,55,45,0,5,60,BoundedGreedyAgent,HeuristicAgent,0
171,171,52,71,1,7,96,HeuristicAgent,BoundedGreedyAgent,1
172,172,60,43,0,5,68,BoundedGreedyAgent,HeuristicAgent,0
173,173,36,66,1,5,73,HeuristicAgent,BoundedGreedyAgent,1
174,174,51,37,0,4,58,BoundedGreedyAgent,HeuristicAgent,0
175,175,46,59,1,5,70,HeuristicAgent,BoundedGreedyAgent,1
176,176,70,33,0,5,77,BoundedGreedyAgent,HeuristicAgent,0
177,177,49,72,1,5,64,HeuristicAgent,BoundedGreedyAgent,1
178,178,64,34,0,4,57,BoundedGreedyAgent,HeuristicAgent,0
179,179,56,61,1,5,74,HeuristicAgent,BoundedGreedyAgent,1
180,180,65,61,0,6,74,BoundedGreedyAgent,HeuristicAgent,0
181,181,65,61,0,6,87,HeuristicAgent,BoundedGreedyAgent,1
182,182,41,27,0,4,52,BoundedGreedyAgent,HeuristicAgent,0
183,183,43,44,1,5,63,HeuristicAgent,BoundedGreedyAgent,1
184,184,55,34,0,4,50,BoundedGreedyAgent,HeuristicAgent,0
185,185,50,59,1,5,70,HeuristicAgent,BoundedGreedyAgent,1
186,186,67,51,0,5,74,BoundedGreedyAgent,HeuristicAgent,0
187,187,44,62,1,5,68,HeuristicAgent,BoundedGreedyAgent,1
188,188,62,50,0,7,114,BoundedGreedyAgent,HeuristicAgent,0
189,189,31,39,1,4,51,HeuristicAgent,BoundedGreedyAgent,1
190,190,40,32,0,3,40,BoundedGreedyAgent,HeuristicAgent,0
191,191,35,66,1,5,62,HeuristicAgent,BoundedGreedyAgent,1
192,192,67,55,0,5,72,BoundedGreedyAgent,HeuristicAgent,0
193,193,34,44,1,4,50,HeuristicAgent,BoundedGreedyAgent,1
194,194,55,48,0,5,67,BoundedGreedyAgent,HeuristicAgent,0
195,195,43,54,1,4,51,HeuristicAgent,BoundedGreedyAgent,1
196,196,30,23,0,3,38,BoundedGreedyAgent,HeuristicAgent,0
197,197,45,66,1,5,70,HeuristicAgent,BoundedGreedyAgent,1
198,198,57,55,0,6,73,BoundedGreedyAgent,HeuristicAgent,0
199,199,39,53,1,4,50,HeuristicAgent,BoundedGreedyAgent,1
200,200,65,50,0,5,74,BoundedGreedyAgent,HeuristicAgent,0
201,201,42,53,1,4,51,HeuristicAgent,BoundedGreedyAgent,1
202,202,63,47,0,5,70,BoundedGreedyAgent,HeuristicAgent,0
203,203,42,54,1,5,69,HeuristicAgent,BoundedGreedyAgent,1
204,204,41,41,tie,5,74,BoundedGreedyAgent,HeuristicAgent,0
205,205,31,46,1,4,57,HeuristicAgent,BoundedGreedyAgent,1
206,206,58,28,0,4,56,BoundedGreedyAgent,HeuristicAgent,0
207,207,46,57,1,5,59,HeuristicAgent,BoundedGreedyAgent,1
208,208,57,43,0,5,66,BoundedGreedyAgent,HeuristicAgent,0
209,209,39,57,1,5,73,HeuristicAgent,BoundedGreedyAgent,1
210,210,40,40,tie,5,63,BoundedGreedyAgent,HeuristicAgent,0
211,211,43,66,1,5,64,HeuristicAgent,BoundedGreedyAgent,1
212,212,71,35,0,5,70,BoundedGreedyAgent,HeuristicAgent,0
213,213,36,52,1,4,57,HeuristicAgent,BoundedGreedyAgent,1
214,214,59,33,0,4,60,BoundedGreedyAgent,HeuristicAgent,0
215,215,41,51,1,4,52,HeuristicAgent,BoundedGreedyAgent,1
216,216,57,56,0,5,56,BoundedGreedyAgent,HeuristicAgent,0
217,217,35,47,1,4,61,HeuristicAgent,BoundedGreedyAgent,1
218,218,68,54,0,5,68,BoundedGreedyAgent,HeuristicAgent,0
219,219,38,58,1,5,66,HeuristicAgent,BoundedGreedyAgent,1
220,220,84,53,0,7,104,BoundedGreedyAgent,HeuristicAgent,0
221,221,32,67,1,5,70,HeuristicAgent,BoundedGreedyAgent,1
222,222,63,40,0,5,59,BoundedGreedyAgent,HeuristicAgent,0
223,223,32,52,1,4,45,HeuristicAgent,BoundedGreedyAgent,1
224,224,62,40,0,5,61,BoundedGreedyAgent,HeuristicAgent,0
225,225,36,56,1,5,57,HeuristicAgent,BoundedGreedyAgent,1
226,226,43,32,0,3,37,BoundedGreedyAgent,HeuristicAgent,0
227,227,65,65,tie,6,93,HeuristicAgent,BoundedGreedyAgent,1
228,228,57,36,0,5,60,BoundedGreedyAgent,HeuristicAgent,0
229,229,59,90,1,7,89,HeuristicAgent,BoundedGreedyAgent,1
230,230,42,29,0,4,48,BoundedGreedyAgent,HeuristicAgent,0
231,231,33,59,1,4,53,HeuristicAgent,BoundedGreedyAgent,1
232,232,52,32,0,4,54,BoundedGreedyAgent,HeuristicAgent,0
233,233,39,51,1,5,71,HeuristicAgent,BoundedGreedyAgent,1
234,234,58,43,0,5,59,BoundedGreedyAgent,HeuristicAgent,0
235,235,40,55,1,5,61,HeuristicAgent,BoundedGreedyAgent,1
236,236,50,30,0,4,56,BoundedGreedyAgent,HeuristicAgent,0
237,237,38,55,1,5,76,HeuristicAgent,BoundedGreedyAgent,1
238,238,51,50,0,6,76,BoundedGreedyAgent,HeuristicAgent,0
239,239,52,67,1,6,72,HeuristicAgent,BoundedGreedyAgent,1
240,240,66,54,0,7,91,BoundedGreedyAgent,HeuristicAgent,0
241,241,26,44,1,3,35,HeuristicAgent,BoundedGreedyAgent,1
242,242,66,38,0,5,62,BoundedGreedyAgent,HeuristicAgent,0
243,243,41,72,1,6,82,HeuristicAgent,BoundedGreedyAgent,1
244,244,40,50,1,5,68,BoundedGreedyAgent,HeuristicAgent,0
245,245,53,63,1,6,90,HeuristicAgent,BoundedGreedyAgent,1
246,246,44,53,1,5,72,BoundedGreedyAgent,HeuristicAgent,0
247,247,55,50,0,6,77,HeuristicAgent,BoundedGreedyAgent,1
248,248,45,56,1,5,79,BoundedGreedyAgent,HeuristicAgent,0
249,249,47,66,1,5,66,HeuristicAgent,BoundedGreedyAgent,1
250,250,45,45,tie,4,58,BoundedGreedyAgent,HeuristicAgent,0
251,251,48,60,1,5,55,HeuristicAgent,BoundedGreedyAgent,1
252,252,56,42,0,5,63,BoundedGreedyAgent,HeuristicAgent,0
253,253,47,61,1,6,87,HeuristicAgent,BoundedGreedyAgent,1
254,254,63,52,0,5,58,BoundedGreedyAgent,HeuristicAgent,0
255,255,36,59,1,5,57,HeuristicAgent,BoundedGreedyAgent,1
256,256,32,28,0,4,48,BoundedGreedyAgent,HeuristicAgent,0
257,257,32,63,1,5,69,HeuristicAgent,BoundedGreedyAgent,1
258,258,37,27,0,4,53,BoundedGreedyAgent,HeuristicAgent,0
259,259,38,44,1,4,54,HeuristicAgent,BoundedGreedyAgent,1
260,260,57,45,0,5,67,BoundedGreedyAgent,HeuristicAgent,0
261,261,46,57,1,5,59,HeuristicAgent,BoundedGreedyAgent,1
262,262,60,39,0,4,47,BoundedGreedyAgent,HeuristicAgent,0
263,263,23,33,1,3,39,HeuristicAgent,BoundedGreedyAgent,1
264,264,76,63,0,6,82,BoundedGreedyAgent,HeuristicAgent,0
265,265,41,53,1,5,73,HeuristicAgent,BoundedGreedyAgent,1
266,266,63,49,0,5,68,BoundedGreedyAgent,HeuristicAgent,0
267,267,46,52,1,4,51,HeuristicAgent,BoundedGreedyAgent,1
268,268,68,59,0,6,82,BoundedGreedyAgent,HeuristicAgent,0
269,269,40,44,1,4,59,HeuristicAgent,BoundedGreedyAgent,1
270,270,63,48,0,5,69,BoundedGreedyAgent,HeuristicAgent,0
271,271,42,50,1,4,51,HeuristicAgent,BoundedGreedyAgent,1
272,272,59,44,0,4,55,BoundedGreedyAgent,HeuristicAgent,0
273,273,43,79,1,6,78,HeuristicAgent,BoundedGreedyAgent,1
274,274,67,53,0,5,60,BoundedGreedyAgent,HeuristicAgent,0
275,275,39,61,1,5,61,HeuristicAgent,BoundedGreedyAgent,1
276,276,60,67,1,6,89,BoundedGreedyAgent,HeuristicAgent,0
277,277,39,34,0,4,48,HeuristicAgent,BoundedGreedyAgent,1
278,278,45,26,0,4,52,BoundedGreedyAgent,HeuristicAgent,0
279,279,49,72,1,6,93,HeuristicAgent,BoundedGreedyAgent,1
280,280,50,47,0,6,86,BoundedGreedyAgent,HeuristicAgent,0
281,281,42,62,1,5,67,HeuristicAgent,BoundedGreedyAgent,1
282,282,65,37,0,5,68,BoundedGreedyAgent,HeuristicAgent,0
283,283,45,58,1,4,61,HeuristicAgent,BoundedGreedyAgent,1
284,284,33,42,1,5,80,BoundedGreedyAgent,HeuristicAgent,0
285,285,52,46,0,5,67,HeuristicAgent,BoundedGreedyAgent,1
286,286,70,50,0,6,76,BoundedGreedyAgent,HeuristicAgent,0
287,287,36,47,1,4,57,HeuristicAgent,BoundedGreedyAgent,1
288,288,46,31,0,4,56,BoundedGreedyAgent,HeuristicAgent,0
289,289,56,50,0,5,68,HeuristicAgent,BoundedGreedyAgent,1
290,290,44,31,0,4,48,BoundedGreedyAgent,HeuristicAgent,0
291,291,60,70,1,6,82,HeuristicAgent,BoundedGreedyAgent,1
292,292,58,33,0,4,58,BoundedGreedyAgent,HeuristicAgent,0
293,293,78,68,0,7,97,HeuristicAgent,BoundedGreedyAgent,1
294,294,54,41,0,6,77,BoundedGreedyAgent,HeuristicAgent,0
295,295,53,80,1,6,73,HeuristicAgent,BoundedGreedyAgent,1
296,296,69,39,0,5,56,BoundedGreedyAgent,HeuristicAgent,0
297,297,56,57,1,5,75,HeuristicAgent,BoundedGreedyAgent,1
298,298,78,44,0,5,70,BoundedGreedyAgent,HeuristicAgent,0
299,299,36,54,1,5,73,HeuristicAgent,BoundedGreedyAgent,1
300,300,41,50,1,4,52,BoundedGreedyAgent,HeuristicAgent,0
301,301,39,61,1,5,72,HeuristicAgent,BoundedGreedyAgent,1
302,302,32,25,0,3,31,BoundedGreedyAgent,HeuristicAgent,0
303,303,42,55,1,5,80,HeuristicAgent,BoundedGreedyAgent,1
304,304,56,35,0,4,50,BoundedGreedyAgent,HeuristicAgent,0
305,305,26,44,1,4,56,HeuristicAgent,BoundedGreedyAgent,1
306,306,70,47,0,7,90,BoundedGreedyAgent,HeuristicAgent,0
307,307,51,62,1,6,85,HeuristicAgent,BoundedGreedyAgent,1
308,308,60,47,0,5,64,BoundedGreedyAgent,HeuristicAgent,0
309,309,48,74,1,5,65,HeuristicAgent,BoundedGreedyAgent,1
310,310,61,45,0,5,63,BoundedGreedyAgent,HeuristicAgent,0
311,311,41,52,1,4,51,HeuristicAgent,BoundedGreedyAgent,1
312,312,57,48,0,5,66,BoundedGreedyAgent,HeuristicAgent,0
313,313,60,82,1,6,75,HeuristicAgent,BoundedGreedyAgent,1
314,314,49,37,0,4,54,BoundedGreedyAgent,HeuristicAgent,0
315,315,44,60,1,5,75,HeuristicAgent,BoundedGreedyAgent,1
316,316,55,51,0,5,57,BoundedGreedyAgent,HeuristicAgent,0
317,317,62,74,1,7,89,HeuristicAgent,BoundedGreedyAgent,1
318,318,72,52,0,6,82,BoundedGreedyAgent,HeuristicAgent,0
319,319,37,56,1,4,61,HeuristicAgent,BoundedGreedyAgent,1
320,320,70,48,0,5,70,BoundedGreedyAgent,HeuristicAgent,0
321,321,33,69,1,5,74,HeuristicAgent,BoundedGreedyAgent,1
322,322,52,35,0,4,50,BoundedGreedyAgent,HeuristicAgent,0
323,323,52,83,1,6,73,HeuristicAgent,BoundedGreedyAgent,1
324,324,36,22,0,3,40,BoundedGreedyAgent,HeuristicAgent,0
325,325,47,86,1,6,80,HeuristicAgent,BoundedGreedyAgent,1
326,326,57,35,0,4,46,BoundedGreedyAgent,HeuristicAgent,0
327,327,45,60,1,5,77,HeuristicAgent,BoundedGreedyAgent,1
328,328,64,54,0,6,69,BoundedGreedyAgent,HeuristicAgent,0
329,329,68,64,0,6,98,HeuristicAgent,BoundedGreedyAgent,1
330,330,73,52,0,7,109,BoundedGreedyAgent,HeuristicAgent,0
331,331,37,52,1,4,47,HeuristicAgent,BoundedGreedyAgent,1
332,332,69,50,0,5,64,BoundedGreedyAgent,HeuristicAgent,0
333,333,46,59,1,6,77,HeuristicAgent,BoundedGreedyAgent,1
334,334,68,57,0,6,92,BoundedGreedyAgent,HeuristicAgent,0
335,335,54,83,1,7,87,HeuristicAgent,BoundedGreedyAgent,1
336,336,57,42,0,5,58,BoundedGreedyAgent,HeuristicAgent,0
337,337,28,68,1,5,64,HeuristicAgent,BoundedGreedyAgent,1
338,338,78,66,0,6,84,BoundedGreedyAgent,HeuristicAgent,0
339,339,29,39,1,4,41,HeuristicAgent,BoundedGreedyAgent,1
