game_index,seed,score_0,score_1,winner,num_legs,num_turns,agent_seat_0,agent_seat_1,focal_seat
699,699,51,66,1,5,75,HeuristicAgent,BoundedGreedyAgent,1
700,700,57,41,0,5,57,BoundedGreedyAgent,HeuristicAgent,0
701,701,37,44,1,4,45,HeuristicAgent,BoundedGreedyAgent,1
702,702,27,26,0,3,38,BoundedGreedyAgent,HeuristicAgent,0
703,703,70,75,1,7,95,HeuristicAgent,BoundedGreedyAgent,1
704,704,42,39,0,4,61,BoundedGreedyAgent,HeuristicAgent,0
705,705,42,55,1,5,71,HeuristicAgent,BoundedGreedyAgent,1
706,706,53,53,tie,5,66,BoundedGreedyAgent,HeuristicAgent,0
707,707,34,53,1,4,59,HeuristicAgent,BoundedGreedyAgent,1
708,708,64,46,0,5,62,BoundedGreedyAgent,HeuristicAgent,0
709,709,51,65,1,5,67,HeuristicAgent,BoundedGreedyAgent,1
710,710,35,24,0,3,32,BoundedGreedyAgent,HeuristicAgent,0
711,711,39,66,1,6,72,HeuristicAgent,BoundedGreedyAgent,1
712,712,55,28,0,4,54,BoundedGreedyAgent,HeuristicAgent,0
713,713,45,50,1,5,54,HeuristicAgent,BoundedGreedyAgent,1
714,714,45,50,1,4,63,BoundedGreedyAgent,HeuristicAgent,0
715,715,47,61,1,5,63,HeuristicAgent,BoundedGreedyAgent,1
716,716,46,39,0,4,63,BoundedGreedyAgent,HeuristicAgent,0
717,717,63,95,1,7,88,HeuristicAgent,BoundedGreedyAgent,1
718,718,71,42,0,5,77,BoundedGreedyAgent,HeuristicAgent,0
719,719,42,48,1,4,55,HeuristicAgent,BoundedGreedyAgent,1
720,720,65,50,0,6,79,BoundedGreedyAgent,HeuristicAgent,0
721,721,63,77,1,6,81,HeuristicAgent,BoundedGreedyAgent,1
722,722,59,46,0,5,71,BoundedGreedyAgent,HeuristicAgent,0
723,723,34,57,1,4,53,HeuristicAgent,BoundedGreedyAgent,1
724,724,79,59,0,6,71,BoundedGreedyAgent,HeuristicAgent,0
725,725,48,48,tie,4,53,HeuristicAgent,BoundedGreedyAgent,1
726,726,59,35,0,5,54,BoundedGreedyAgent,HeuristicAgent,0
727,727,61,78,1,7,95,HeuristicAgent,BoundedGreedyAgent,1
728,728,41,26,0,3,40,BoundedGreedyAgent,HeuristicAgent,0
729,729,42,60,1,4,53,HeuristicAgent,BoundedGreedyAgent,1
730,730,64,43,0,5,67,BoundedGreedyAgent,HeuristicAgent,0
731,731,64,66,1,6,79,HeuristicAgent,BoundedGreedyAgent,1
732,732,65,47,0,5,67,BoundedGreedyAgent,HeuristicAgent,0
733,733,35,46,1,4,51,HeuristicAgent,BoundedGreedyAgent,1
734,734,66,33,0,4,48,BoundedGreedyAgent,HeuristicAgent,0
735,735,47,47,tie,5,59,HeuristicAgent,BoundedGreedyAgent,1
736,736,52,39,0,5,83,BoundedGreedyAgent,HeuristicAgent,0
737,737,36,52,1,5,61,HeuristicAgent,BoundedGreedyAgent,1
738,738,61,45,0,5,63,BoundedGreedyAgent,HeuristicAgent,0
739,739,24,46,1,3,37,HeuristicAgent,BoundedGreedyAgent,1
740,740,68,50,0,6,85,BoundedGreedyAgent,HeuristicAgent,0
741,741,48,80,1,7,114,HeuristicAgent,BoundedGreedyAgent,1
742,742,60,45,0,5,73,BoundedGreedyAgent,HeuristicAgent,0
743,743,62,65,1,6,78,HeuristicAgent,BoundedGreedyAgent,1
744,744,64,51,0,6,79,BoundedGreedyAgent,HeuristicAgent,0
745,745,37,61,1,4,45,HeuristicAgent,BoundedGreedyAgent,1
746,746,54,38,0,4,52,BoundedGreedyAgent,HeuristicAgent,0
747,747,43,42,0,5,63,HeuristicAgent,BoundedGreedyAgent,1
748,748,38,30,0,3,36,BoundedGreedyAgent,HeuristicAgent,0
749,749,42,39,0,4,47,HeuristicAgent,BoundedGreedyAgent,1
750,750,62,65,1,6,81,BoundedGreedyAgent,HeuristicAgent,0
751,751,51,64,1,5,68,HeuristicAgent,BoundedGreedyAgent,1
752,752,64,46,0,5,69,BoundedGreedyAgent,HeuristicAgent,0
753,753,34,48,1,4,57,HeuristicAgent,BoundedGreedyAgent,1
754,754,80,42,0,5,65,BoundedGreedyAgent,HeuristicAgent,0
755,755,36,41,1,4,45,HeuristicAgent,BoundedGreedyAgent,1
756,756,44,31,0,4,48,BoundedGreedyAgent,HeuristicAgent,0
757,757,35,57,1,4,53,HeuristicAgent,BoundedGreedyAgent,1
758,758,47,53,1,5,56,BoundedGreedyAgent,HeuristicAgent,0
759,759,35,35,tie,3,41,HeuristicAgent,BoundedGreedyAgent,1
760,760,58,43,0,5,72,BoundedGreedyAgent,HeuristicAgent,0
761,761,26,52,1,3,37,HeuristicAgent,BoundedGreedyAgent,1
762,762,54,38,0,4,53,BoundedGreedyAgent,HeuristicAgent,0
763,763,50,64,1,6,77,HeuristicAgent,BoundedGreedyAgent,1
764,764,59,26,0,4,55,BoundedGreedyAgent,HeuristicAgent,0
765,765,45,60,1,5,71,HeuristicAgent,BoundedGreedyAgent,1
766,766,62,36,0,6,83,BoundedGreedyAgent,HeuristicAgent,0
767,767,62,73,1,6,77,HeuristicAgent,BoundedGreedyAgent,1
768,768,47,46,0,5,62,BoundedGreedyAgent,HeuristicAgent,0
769,769,35,53,1,4,48,HeuristicAgent,BoundedGreedyAgent,1
770,770,54,46,0,4,52,BoundedGreedyAgent,HeuristicAgent,0
771,771,42,39,0,5,69,HeuristicAgent,BoundedGreedyAgent,1
772,772,49,39,0,4,57,BoundedGreedyAgent,HeuristicAgent,0
773,773,49,63,1,6,80,HeuristicAgent,BoundedGreedyAgent,1
774,774,54,32,0,4,55,BoundedGreedyAgent,HeuristicAgent,0
775,775,56,72,1,6,79,HeuristicAgent,BoundedGreedyAgent,1
776,776,32,40,1,4,51,BoundedGreedyAgent,HeuristicAgent,0
777,777,35,58,1,5,77,HeuristicAgent,BoundedGreedyAgent,1
778,778,70,63,0,6,85,BoundedGreedyAgent,HeuristicAgent,0
779,779,50,63,1,6,79,HeuristicAgent,BoundedGreedyAgent,1
780,780,60,54,0,5,69,BoundedGreedyAgent,HeuristicAgent,0
781,781,43,65,1,5,63,HeuristicAgent,BoundedGreedyAgent,1
782,782,48,37,0,4,56,BoundedGreedyAgent,HeuristicAgent,0
783,783,36,46,1,4,52,HeuristicAgent,BoundedGreedyAgent,1
784,784,49,68,1,6,96,BoundedGreedyAgent,HeuristicAgent,0
785,785,35,62,1,5,68,HeuristicAgent,BoundedGreedyAgent,1
786,786,65,49,0,5,70,BoundedGreedyAgent,HeuristicAgent,0
787,787,41,43,1,4,57,HeuristicAgent,BoundedGreedyAgent,1
788,788,56,43,0,5,59,BoundedGreedyAgent,HeuristicAgent,0
789,789,44,66,1,5,69,HeuristicAgent,BoundedGreedyAgent,1
790,790,52,26,0,4,54,BoundedGreedyAgent,HeuristicAgent,0
791,791,27,63,1,5,69,HeuristicAgent,BoundedGreedyAgent,1
792,792,55,57,1,5,64,BoundedGreedyAgent,HeuristicAgent,0
793,793,36,52,1,4,43,HeuristicAgent,BoundedGreedyAgent,1
794,794,39,40,1,5,68,BoundedGreedyAgent,HeuristicAgent,0
795,795,49,66,1,5,78,HeuristicAgent,BoundedGreedyAgent,1
796,796,54,46,0,4,55,BoundedGreedyAgent,HeuristicAgent,0
797,797,56,60,1,6,77,HeuristicAgent,BoundedGreedyAgent,1
798,798,53,48,0,5,64,BoundedGreedyAgent,HeuristicAgent,0
799,799,44,64,1,5,62,HeuristicAgent,BoundedGreedyAgent,1
800,800,37,44,1,4,58,BoundedGreedyAgent,HeuristicAgent,0
801,801,49,48,0,4,54,HeuristicAgent,BoundedGreedyAgent,1
802,802,42,43,1,5,65,BoundedGreedyAgent,HeuristicAgent,0
803,803,66,73,1,7,88,HeuristicAgent,BoundedGreedyAgent,1
804,804,51,45,0,4,60,BoundedGreedyAgent,HeuristicAgent,0
805,805,52,65,1,5,67,HeuristicAgent,BoundedGreedyAgent,1
806,806,82,52,0,6,76,BoundedGreedyAgent,HeuristicAgent,0
807,807,38,41,1,5,57,HeuristicAgent,BoundedGreedyAgent,1
808,808,32,22,0,3,33,BoundedGreedyAgent,HeuristicAgent,0
809,809,43,57,1,5,63,HeuristicAgent,BoundedGreedyAgent,1
810,810,77,40,0,5,60,BoundedGreedyAgent,HeuristicAgent,0
811,811,36,51,1,4,50,HeuristicAgent,BoundedGreedyAgent,1
812,812,49,54,1,5,70,BoundedGreedyAgent,HeuristicAgent,0
813,813,46,60,1,6,77,HeuristicAgent,BoundedGreedyAgent,1
814,814,70,35,0,5,80,BoundedGreedyAgent,HeuristicAgent,0
815,815,38,57,1,4,60,HeuristicAgent,BoundedGreedyAgent,1
816,816,56,42,0,5,63,BoundedGreedyAgent,HeuristicAgent,0
817,817,50,68,1,7,95,HeuristicAgent,BoundedGreedyAgent,1
818,818,70,36,0,5,75,BoundedGreedyAgent,HeuristicAgent,0
819,819,57,49,0,5,71,HeuristicAgent,BoundedGreedyAgent,1
820,820,62,54,0,6,82,BoundedGreedyAgent,HeuristicAgent,0
821,821,61,60,0,6,81,HeuristicAgent,BoundedGreedyAgent,1
822,822,51,43,0,5,73,BoundedGreedyAgent,HeuristicAgent,0
823,823,31,43,1,4,52,HeuristicAgent,BoundedGreedyAgent,1
824,824,47,61,1,5,78,BoundedGreedyAgent,HeuristicAgent,0
825,825,58,57,0,5,67,HeuristicAgent,BoundedGreedyAgent,1
826,826,59,37,0,4,50,BoundedGreedyAgent,HeuristicAgent,0
827,827,28,46,1,6,85,HeuristicAgent,BoundedGreedyAgent,1
828,828,59,39,0,5,60,BoundedGreedyAgent,HeuristicAgent,0
829,829,38,62,1,4,49,HeuristicAgent,BoundedGreedyAgent,1
830,830,40,29,0,4,43,BoundedGreedyAgent,HeuristicAgent,0
831,831,51,59,1,5,73,HeuristicAgent,BoundedGreedyAgent,1
832,832,53,34,0,4,56,BoundedGreedyAgent,HeuristicAgent,0
833,833,62,55,0,6,81,HeuristicAgent,BoundedGreedyAgent,1
834,834,55,48,0,4,56,BoundedGreedyAgent,HeuristicAgent,0
835,835,35,60,1,4,47,HeuristicAgent,BoundedGreedyAgent,1
836,836,70,50,0,7,91,BoundedGreedyAgent,HeuristicAgent,0
837,837,39,50,1,4,67,HeuristicAgent,BoundedGreedyAgent,1
838,838,60,45,0,5,65,BoundedGreedyAgent,HeuristicAgent,0
839,839,40,55,1,5,52,HeuristicAgent,BoundedGreedyAgent,1
840,840,50,30,0,4,51,BoundedGreedyAgent,HeuristicAgent,0
841,841,43,51,1,4,45,HeuristicAgent,BoundedGreedyAgent,1
842,842,39,21,0,3,42,BoundedGreedyAgent,HeuristicAgent,0
843,843,50,54,1,5,67,HeuristicAgent,BoundedGreedyAgent,1
844,844,63,47,0,5,60,BoundedGreedyAgent,HeuristicAgent,0
845,845,39,53,1,4,57,HeuristicAgent,BoundedGreedyAgent,1
846,846,71,44,0,5,70,BoundedGreedyAgent,HeuristicAgent,0
847,847,38,80,1,6,76,HeuristicAgent,BoundedGreedyAgent,1
848,848,59,52,0,5,60,BoundedGreedyAgent,HeuristicAgent,0
849,849,25,45,1,3,45,HeuristicAgent,BoundedGreedyAgent,1
850,850,59,30,0,5,65,BoundedGreedyAgent,HeuristicAgent,0
851,851,58,71,1,6,89,HeuristicAgent,BoundedGreedyAgent,1
852,852,55,43,0,4,50,BoundedGreedyAgent,HeuristicAgent,0
853,853,47,70,1,6,75,HeuristicAgent,BoundedGreedyAgent,1
854,854,73,47,0,5,59,BoundedGreedyAgent,HeuristicAgent,0
855,855,37,43,1,5,57,HeuristicAgent,BoundedGreedyAgent,1
856,856,59,49,0,6,78,BoundedGreedyAgent,HeuristicAgent,0
857,857,49,49,tie,5,69,HeuristicAgent,BoundedGreedyAgent,1
858,858,67,43,0,5,60,BoundedGreedyAgent,HeuristicAgent,0
859,859,44,44,tie,4,56,HeuristicAgent,BoundedGreedyAgent,1
860,860,50,25,0,3,47,BoundedGreedyAgent,HeuristicAgent,0
861,861,53,55,1,5,67,HeuristicAgent,BoundedGreedyAgent,1
862,862,57,37,0,4,48,BoundedGreedyAgent,HeuristicAgent,0
863,863,48,65,1,5,76,HeuristicAgent,BoundedGreedyAgent,1
864,864,66,58,0,6,80,BoundedGreedyAgent,HeuristicAgent,0
865,865,47,52,1,4,56,HeuristicAgent,BoundedGreedyAgent,1
866,866,47,41,0,5,69,BoundedGreedyAgent,HeuristicAgent,0
867,867,37,62,1,5,62,HeuristicAgent,BoundedGreedyAgent,1
868,868,92,52,0,6,80,BoundedGreedyAgent,HeuristicAgent,0
869,869,52,55,1,6,78,HeuristicAgent,BoundedGreedyAgent,1
870,870,61,55,0,6,84,BoundedGreedyAgent,HeuristicAgent,0
871,871,40,57,1,4,53,HeuristicAgent,BoundedGreedyAgent,1
872,872,46,44,0,4,58,BoundedGreedyAgent,HeuristicAgent,0
873,873,51,85,1,6,78,HeuristicAgent,BoundedGreedyAgent,1
874,874,53,34,0,4,50,BoundedGreedyAgent,HeuristicAgent,0
875,875,63,65,1,6,91,HeuristicAgent,BoundedGreedyAgent,1
876,876,46,39,0,4,58,BoundedGreedyAgent,HeuristicAgent,0
877,877,43,65,1,5,67,HeuristicAgent,BoundedGreedyAgent,1
878,878,45,29,0,4,47,BoundedGreedyAgent,HeuristicAgent,0
879,879,30,51,1,4,45,HeuristicAgent,BoundedGreedyAgent,1
880,880,45,51,1,7,107,BoundedGreedyAgent,HeuristicAgent,0
881,881,45,51,1,4,53,HeuristicAgent,BoundedGreedyAgent,1
882,882,49,34,0,4,50,BoundedGreedyAgent,HeuristicAgent,0
883,883,53,65,1,6,89,HeuristicAgent,BoundedGreedyAgent,1
884,884,73,51,0,6,81,BoundedGreedyAgent,HeuristicAgent,0
885,885,51,54,1,5,73,HeuristicAgent,BoundedGreedyAgent,1
886,886,60,50,0,5,61,BoundedGreedyAgent,HeuristicAgent,0
887,887,54,52,0,5,59,HeuristicAgent,BoundedGreedyAgent,1
888,888,56,39,0,4,56,BoundedGreedyAgent,HeuristicAgent,0
889,889,51,67,1,5,66,HeuristicAgent,BoundedGreedyAgent,1
890,890,38,46,1,4,56,BoundedGreedyAgent,HeuristicAgent,0
891,891,32,54,1,4,55,HeuristicAgent,BoundedGreedyAgent,1
892,892,55,44,0,4,57,BoundedGreedyAgent,HeuristicAgent,0
893,893,66,71,1,6,82,HeuristicAgent,BoundedGreedyAgent,1
894,894,67,49,0,5,61,BoundedGreedyAgent,HeuristicAgent,0
895,895,36,53,1,5,69,HeuristicAgent,BoundedGreedyAgent,1
896,896,73,51,0,6,80,BoundedGreedyAgent,HeuristicAgent,0
897,897,26,47,1,4,58,HeuristicAgent,BoundedGreedyAgent,1
898,898,79,70,0,7,95,BoundedGreedyAgent,HeuristicAgent,0
899,899,50,71,1,7,96,HeuristicAgent,BoundedGreedyAgent,1
900,900,61,57,0,6,96,BoundedGreedyAgent,HeuristicAgent,0
901,901,33,57,1,4,59,HeuristicAgent,BoundedGreedyAgent,1
902,902,47,50,1,4,56,BoundedGreedyAgent,HeuristicAgent,0
903,903,48,65,1,5,65,HeuristicAgent,BoundedGreedyAgent,1
904,904,53,25,0,4,45,BoundedGreedyAgent,HeuristicAgent,0
905,905,43,56,1,4,60,HeuristicAgent,BoundedGreedyAgent,1
906,906,73,52,0,6,81,BoundedGreedyAgent,HeuristicAgent,0
907,907,40,46,1,5,65,HeuristicAgent,BoundedGreedyAgent,1
908,908,48,45,0,4,56,BoundedGreedyAgent,HeuristicAgent,0
909,909,44,70,1,5,63,HeuristicAgent,BoundedGreedyAgent,1
910,910,56,53,0,6,82,BoundedGreedyAgent,HeuristicAgent,0
911,911,45,60,1,5,75,HeuristicAgent,BoundedGreedyAgent,1
912,912,52,43,0,4,53,BoundedGreedyAgent,HeuristicAgent,0
913,913,57,75,1,6,71,HeuristicAgent,BoundedGreedyAgent,1
914,914,53,45,0,5,63,BoundedGreedyAgent,HeuristicAgent,0
915,915,49,50,1,5,75,HeuristicAgent,BoundedGreedyAgent,1
916,916,56,40,0,4,53,BoundedGreedyAgent,HeuristicAgent,0
917,917,31,69,1,5,60,HeuristicAgent,BoundedGreedyAgent,1
918,918,43,36,0,3,42,BoundedGreedyAgent,HeuristicAgent,0
919,919,43,47,1,4,46,HeuristicAgent,BoundedGreedyAgent,1
920,920,59,48,0,5,64,BoundedGreedyAgent,HeuristicAgent,0
921,921,35,28,0,4,50,HeuristicAgent,BoundedGreedyAgent,1
922,922,48,48,tie,4,58,BoundedGreedyAgent,HeuristicAgent,0
923,923,55,59,1,6,77,HeuristicAgent,BoundedGreedyAgent,1
924,924,73,40,0,5,62,BoundedGreedyAgent,HeuristicAgent,0
925,925,37,45,1,5,71,HeuristicAgent,BoundedGreedyAgent,1
926,926,58,56,0,6,71,BoundedGreedyAgent,HeuristicAgent,0
927,927,59,88,1,7,82,HeuristicAgent,BoundedGreedyAgent,1
928,928,68,66,0,6,76,BoundedGreedyAgent,HeuristicAgent,0
929,929,34,57,1,4,54,HeuristicAgent,BoundedGreedyAgent,1
930,930,56,47,0,5,69,BoundedGreedyAgent,HeuristicAgent,0
931,931,42,66,1,5,64,HeuristicAgent,BoundedGreedyAgent,1
932,932,52,59,1,6,95,BoundedGreedyAgent,HeuristicAgent,0
933,933,46,57,1,4,57,HeuristicAgent,BoundedGreedyAgent,1
934,934,63,52,0,5,66,BoundedGreedyAgent,HeuristicAgent,0
935,935,50,72,1,6,81,HeuristicAgent,BoundedGreedyAgent,1
936,936,37,45,1,4,59,BoundedGreedyAgent,HeuristicAgent,0
937,937,48,42,0,4,55,HeuristicAgent,BoundedGreedyAgent,1
938,938,40,36,0,4,45,BoundedGreedyAgent,HeuristicAgent,0
939,939,39,71,1,5,69,HeuristicAgent,BoundedGreedyAgent,1
940,940,54,42,0,4,52,BoundedGreedyAgent,HeuristicAgent,0
941,941,34,37,1,4,44,HeuristicAgent,BoundedGreedyAgent,1
942,942,57,44,0,5,76,BoundedGreedyAgent,HeuristicAgent,0
943,943,43,51,1,5,68,HeuristicAgent,BoundedGreedyAgent,1
944,944,50,38,0,5,60,BoundedGreedyAgent,HeuristicAgent,0
945,945,41,65,1,5,69,HeuristicAgent,BoundedGreedyAgent,1
946,946,59,55,0,5,60,BoundedGreedyAgent,HeuristicAgent,0
947,947,49,60,1,5,65,HeuristicAgent,BoundedGreedyAgent,1
948,948,58,49,0,5,62,BoundedGreedyAgent,HeuristicAgent,0
949,949,49,61,1,5,67,HeuristicAgent,BoundedGreedyAgent,1
950,950,60,40,0,5,63,BoundedGreedyAgent,HeuristicAgent,0
951,951,42,44,1,4,59,HeuristicAgent,BoundedGreedyAgent,1
952,952,40,37,0,4,41,BoundedGreedyAgent,HeuristicAgent,0
953,953,35,41,1,4,51,HeuristicAgent,BoundedGreedyAgent,1
954,954,52,37,0,4,51,BoundedGreedyAgent,HeuristicAgent,0
955,955,28,48,1,4,63,HeuristicAgent,BoundedGreedyAgent,1
956,956,55,47,0,5,68,BoundedGreedyAgent,HeuristicAgent,0
957,957,42,65,1,5,65,HeuristicAgent,BoundedGreedyAgent,1
958,958,74,43,0,5,62,BoundedGreedyAgent,HeuristicAgent,0
959,959,38,59,1,5,68,HeuristicAgent,BoundedGreedyAgent,1
960,960,49,44,0,5,70,BoundedGreedyAgent,HeuristicAgent,0
961,961,43,40,0,5,54,HeuristicAgent,BoundedGreedyAgent,1
962,962,68,47,0,5,70,BoundedGreedyAgent,HeuristicAgent,0
963,963,23,40,1,3,41,HeuristicAgent,BoundedGreedyAgent,1
964,964,47,43,0,4,47,BoundedGreedyAgent,HeuristicAgent,0
965,965,36,71,1,5,69,HeuristicAgent,BoundedGreedyAgent,1
966,966,63,48,0,6,86,BoundedGreedyAgent,HeuristicAgent,0
967,967,54,46,0,5,67,HeuristicAgent,BoundedGreedyAgent,1
968,968,59,50,0,5,71,BoundedGreedyAgent,HeuristicAgent,0
969,969,41,63,1,6,87,HeuristicAgent,BoundedGreedyAgent,1
970,970,52,38,0,4,50,BoundedGreedyAgent,HeuristicAgent,0
971,971,41,43,1,5,58,HeuristicAgent,BoundedGreedyAgent,1
972,972,50,44,0,4,60,BoundedGreedyAgent,HeuristicAgent,0
973,973,35,43,1,5,54,HeuristicAgent,BoundedGreedyAgent,1
974,974,58,35,0,5,58,BoundedGreedyAgent,HeuristicAgent,0
975,975,48,58,1,5,64,HeuristicAgent,BoundedGreedyAgent,1
976,976,50,41,0,4,48,BoundedGreedyAgent,HeuristicAgent,0
977,977,53,73,1,6,80,HeuristicAgent,BoundedGreedyAgent,1
978,978,62,55,0,6,80,BoundedGreedyAgent,HeuristicAgent,0
979,979,57,64,1,6,81,HeuristicAgent,BoundedGreedyAgent,1
980,980,64,51,0,6,92,BoundedGreedyAgent,HeuristicAgent,0
981,981,51,80,1,7,96,HeuristicAgent,BoundedGreedyAgent,1
982,982,60,53,0,6,85,BoundedGreedyAgent,HeuristicAgent,0
983,983,49,52,1,5,69,HeuristicAgent,BoundedGreedyAgent,1
984,984,62,39,0,5,61,BoundedGreedyAgent,HeuristicAgent,0
985,985,65,63,0,7,99,HeuristicAgent,BoundedGreedyAgent,1
986,986,43,48,1,5,64,BoundedGreedyAgent,HeuristicAgent,0
987,987,43,56,1,5,69,HeuristicAgent,BoundedGreedyAgent,1
988,988,49,43,0,4,52,BoundedGreedyAgent,HeuristicAgent,0
989,989,38,58,1,5,65,HeuristicAgent,BoundedGreedyAgent,1
990,990,56,47,0,5,63,BoundedGreedyAgent,HeuristicAgent,0
991,991,51,62,1,5,71,HeuristicAgent,BoundedGreedyAgent,1
992,992,59,46,0,5,64,BoundedGreedyAgent,HeuristicAgent,0
993,993,32,56,1,4,56,HeuristicAgent,BoundedGreedyAgent,1
994,994,59,32,0,4,52,BoundedGreedyAgent,HeuristicAgent,0
995,995,51,63,1,5,71,HeuristicAgent,BoundedGreedyAgent,1
996,996,72,37,0,5,60,BoundedGreedyAgent,HeuristicAgent,0
997,997,39,47,1,5,84,HeuristicAgent,BoundedGreedyAgent,1
998,998,53,24,0,4,44,BoundedGreedyAgent,HeuristicAgent,0
999,999,44,30,0,4,59,HeuristicAgent,BoundedGreedyAgent,1
