game_index,seed,score_0,score_1,score_2,score_3,winner,num_legs,num_turns,agent_seat_0,agent_seat_1,agent_seat_2,agent_seat_3,focal_seat
500,500,32,26,12,10,0,4,86,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
501,501,12,40,13,4,1,4,104,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
502,502,21,11,48,8,2,4,95,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
503,503,14,5,6,69,3,7,167,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
504,504,55,12,19,22,0,6,130,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
505,505,7,56,15,20,1,6,137,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
506,506,20,16,40,11,2,5,128,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
507,507,0,17,11,43,3,5,103,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
508,508,49,14,0,18,0,5,124,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
509,509,15,47,15,3,1,6,132,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
510,510,0,12,38,21,2,5,118,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
511,511,6,31,8,62,3,7,154,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
512,512,69,22,12,14,0,8,174,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
513,513,1,63,9,14,1,5,119,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
514,514,9,8,49,10,2,7,144,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
515,515,16,19,3,54,3,5,135,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
516,516,54,15,0,25,0,6,146,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
517,517,11,31,12,5,1,5,124,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
518,518,9,8,53,5,2,5,115,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
519,519,16,9,12,37,3,4,106,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
520,520,53,29,8,14,0,6,157,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
521,521,11,22,6,17,1,4,84,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
522,522,0,28,24,27,1,5,125,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
523,523,6,14,19,39,3,5,109,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
524,524,61,13,16,14,0,7,157,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
525,525,2,33,23,3,1,4,120,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
526,526,6,18,42,14,2,6,149,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
527,527,11,7,14,40,3,4,86,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
528,528,49,8,0,18,0,5,110,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
529,529,15,54,5,28,1,6,138,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
530,530,4,4,81,24,2,7,182,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
531,531,20,7,16,46,3,6,148,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
532,532,22,8,12,14,0,5,132,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
533,533,0,57,23,7,1,5,121,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
534,534,4,14,38,14,2,5,122,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
535,535,11,23,9,56,3,6,148,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
536,536,48,14,12,27,0,5,111,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
537,537,15,74,9,11,1,6,145,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
538,538,20,11,57,0,2,6,154,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
539,539,15,8,16,64,3,7,167,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
540,540,41,5,22,25,0,5,121,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
541,541,17,46,17,8,1,5,114,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
542,542,26,0,63,21,2,7,166,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
543,543,0,13,29,43,3,6,119,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
544,544,68,4,22,3,0,6,136,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
545,545,23,55,12,14,1,5,105,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
546,546,16,25,55,14,2,6,139,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
547,547,29,0,6,61,3,6,157,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
548,548,67,13,17,20,0,7,168,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
549,549,12,62,8,4,1,6,161,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
550,550,19,14,67,4,2,6,147,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
551,551,28,1,15,37,3,5,125,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
552,552,67,15,6,12,0,5,117,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
553,553,26,62,20,16,1,8,190,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
554,554,5,6,45,25,2,5,120,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
555,555,18,8,10,66,3,6,144,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
556,556,59,18,1,0,0,5,110,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
557,557,11,25,17,13,1,3,84,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
558,558,22,11,50,0,2,6,128,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
559,559,2,20,16,53,3,6,152,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
560,560,25,14,19,8,0,4,93,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
561,561,7,38,7,13,1,5,117,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
562,562,0,26,55,21,2,6,131,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
563,563,21,28,0,50,3,5,110,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
564,564,59,9,19,4,0,6,139,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
565,565,14,85,3,10,1,7,187,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
566,566,8,18,51,3,2,6,131,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
567,567,8,19,8,65,3,5,120,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
568,568,39,11,9,6,0,4,101,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
569,569,18,44,23,0,1,5,128,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
570,570,13,12,43,10,2,4,81,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
571,571,22,15,2,60,3,5,119,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
572,572,57,25,14,17,0,6,155,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
573,573,4,30,5,23,1,4,95,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
574,574,15,18,55,23,2,6,141,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
575,575,3,5,24,65,3,5,126,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
576,576,38,0,11,19,0,4,107,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
577,577,19,53,19,12,1,6,125,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
578,578,2,9,46,20,2,5,107,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
579,579,17,4,16,52,3,5,132,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
580,580,45,5,24,26,0,5,105,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
581,581,5,87,1,11,1,7,177,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
582,582,26,19,74,3,2,7,171,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
583,583,12,21,6,31,3,4,83,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
584,584,62,18,22,0,0,6,159,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
585,585,4,52,4,19,1,6,136,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
586,586,17,5,65,0,2,6,121,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
587,587,8,12,9,41,3,3,81,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
588,588,44,8,27,18,0,5,129,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
589,589,29,53,20,8,1,6,137,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
590,590,15,8,50,43,2,7,173,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
591,591,1,14,8,59,3,6,143,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
592,592,69,0,21,1,0,7,178,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
593,593,4,57,11,13,1,5,132,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
594,594,11,5,39,0,2,4,92,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
595,595,16,25,15,43,3,6,135,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
596,596,46,11,2,15,0,5,132,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
597,597,15,34,5,11,1,3,80,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
598,598,25,26,33,5,2,6,134,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
599,599,20,26,20,44,3,7,183,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
600,600,34,23,17,10,0,4,109,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
601,601,4,47,22,4,1,4,95,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
602,602,20,18,36,7,2,6,135,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
603,603,10,22,0,40,3,4,121,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
604,604,55,14,19,12,0,6,137,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
605,605,14,48,0,14,1,4,94,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
606,606,3,1,53,5,2,5,136,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
607,607,4,12,16,68,3,7,165,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
608,608,60,2,24,26,0,6,149,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
609,609,0,57,22,4,1,6,136,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
610,610,2,24,59,9,2,8,191,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
611,611,21,11,20,30,3,4,103,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
612,612,31,11,20,20,0,4,96,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
613,613,9,67,15,13,1,6,146,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
614,614,12,1,33,15,2,5,132,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
615,615,9,5,7,54,3,5,123,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
616,616,61,14,18,6,0,5,111,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
617,617,17,50,9,15,1,5,114,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
618,618,9,11,79,15,2,7,170,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
619,619,23,18,11,40,3,6,144,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
620,620,53,13,30,11,0,6,145,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
621,621,9,54,8,30,1,6,144,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
622,622,4,6,93,21,2,7,170,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
623,623,16,10,24,48,3,5,121,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
624,624,70,12,9,1,0,7,155,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
625,625,24,51,23,14,1,6,138,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
626,626,24,14,42,20,2,5,113,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
627,627,22,6,3,77,3,6,149,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
628,628,71,1,11,6,0,6,149,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
629,629,1,47,12,24,1,5,139,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
630,630,18,28,33,16,2,7,144,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
631,631,26,18,1,56,3,5,122,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
632,632,48,0,10,10,0,6,124,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
633,633,18,58,0,14,1,6,154,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
634,634,13,9,81,19,2,8,187,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
635,635,5,3,11,44,3,5,106,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
636,636,73,9,4,8,0,6,142,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
637,637,18,57,21,11,1,6,138,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
638,638,4,27,35,15,2,4,95,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
639,639,14,13,18,68,3,7,168,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
640,640,47,18,6,23,0,5,119,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
641,641,14,56,14,26,1,6,133,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
642,642,7,7,65,22,2,6,126,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
643,643,19,9,1,56,3,6,152,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
644,644,57,2,11,26,0,7,165,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
645,645,9,54,15,9,1,4,112,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
646,646,15,5,59,4,2,6,146,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
647,647,8,17,12,74,3,7,174,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
648,648,78,4,0,13,0,6,153,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
649,649,25,31,13,6,1,5,120,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
650,650,0,16,51,8,2,4,105,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
651,651,18,9,11,82,3,7,181,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
652,652,45,9,25,8,0,5,111,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
653,653,16,57,12,4,1,6,135,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
654,654,11,19,34,15,2,5,123,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
655,655,13,7,10,61,3,6,156,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
656,656,54,26,4,9,0,6,150,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
657,657,28,47,21,14,1,6,154,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
658,658,13,0,50,23,2,5,108,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
659,659,0,15,10,38,3,4,102,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
660,660,52,0,1,7,0,5,120,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
661,661,11,56,5,27,1,6,132,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
662,662,5,9,54,23,2,5,131,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
663,663,23,6,17,27,3,4,83,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
664,664,54,3,20,8,0,5,125,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
665,665,7,66,25,11,1,6,148,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
666,666,0,11,47,11,2,5,113,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
667,667,16,4,11,48,3,5,113,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
668,668,52,10,8,21,0,5,110,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
669,669,6,35,29,13,1,5,124,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
670,670,8,20,60,11,2,6,144,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
671,671,4,10,18,52,3,5,119,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
672,672,54,2,27,16,0,6,136,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
673,673,23,51,14,1,1,5,109,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
674,674,14,19,24,15,2,5,123,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
675,675,1,19,10,57,3,6,148,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
676,676,50,23,5,22,0,5,104,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
677,677,28,39,4,18,1,4,98,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
678,678,5,33,56,10,2,6,154,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
679,679,24,15,6,26,3,4,103,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
680,680,50,9,21,10,0,6,140,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
681,681,5,40,12,12,1,4,92,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
682,682,8,13,42,31,2,5,120,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
683,683,7,20,15,60,3,7,154,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
684,684,65,32,12,17,0,7,163,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
685,685,4,50,16,18,1,5,121,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
686,686,0,4,65,13,2,5,127,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
687,687,15,11,8,44,3,6,149,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
688,688,63,10,19,19,0,7,155,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
689,689,5,63,24,6,1,6,142,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
690,690,0,6,46,17,2,5,112,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
691,691,0,13,2,56,3,5,115,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
692,692,46,1,15,12,0,4,84,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
693,693,34,37,6,14,1,5,104,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
694,694,12,15,72,16,2,6,152,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
695,695,1,4,2,59,3,4,109,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
696,696,41,21,19,21,0,6,153,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
697,697,26,75,10,1,1,7,148,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
698,698,13,6,62,13,2,5,109,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
699,699,33,2,6,67,3,6,149,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
700,700,50,7,4,2,0,5,128,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
701,701,4,74,9,5,1,6,162,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
702,702,10,13,41,0,2,4,90,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
703,703,0,33,4,49,3,6,153,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
704,704,48,16,16,10,0,6,142,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
705,705,10,57,13,28,1,6,147,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
706,706,19,11,50,3,2,5,126,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
707,707,9,12,21,46,3,5,112,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
708,708,62,13,9,7,0,5,115,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
709,709,6,89,6,14,1,7,184,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
710,710,15,7,46,11,2,4,103,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
711,711,3,17,8,48,3,6,142,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
712,712,40,30,19,10,0,6,136,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
713,713,30,58,18,0,1,6,136,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
714,714,19,8,41,12,2,4,95,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
715,715,9,11,0,70,3,6,156,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
716,716,55,7,23,3,0,5,129,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
717,717,23,51,20,7,1,5,116,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
718,718,19,31,56,12,2,6,119,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
719,719,13,22,18,44,3,4,80,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
720,720,62,23,20,17,0,6,150,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
721,721,1,81,4,5,1,6,155,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
722,722,6,10,43,4,2,6,142,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
723,723,10,4,16,57,3,6,151,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
724,724,74,8,12,10,0,6,145,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
725,725,13,51,13,7,1,4,106,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
726,726,15,21,54,0,2,6,142,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
727,727,17,4,37,52,3,7,169,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
728,728,37,4,15,0,0,4,92,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
729,729,21,43,17,0,1,3,82,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
730,730,24,16,45,22,2,6,125,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
731,731,3,6,14,75,3,8,200,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
732,732,48,14,7,20,0,7,164,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
733,733,13,52,6,11,1,6,133,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
734,734,17,24,64,0,2,6,142,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
735,735,13,18,16,41,3,4,92,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
736,736,45,15,8,23,0,5,118,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
737,737,30,43,12,16,1,7,162,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
738,738,23,23,53,10,2,7,171,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
739,739,23,3,8,32,3,3,87,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
740,740,40,26,19,15,0,5,123,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
741,741,10,72,42,1,1,8,194,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
742,742,16,14,48,20,2,5,118,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
743,743,29,1,8,97,3,8,173,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
744,744,91,1,15,2,0,7,163,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
745,745,8,65,1,19,1,5,115,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
746,746,8,7,44,10,2,4,93,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
747,747,9,15,5,53,3,5,130,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
748,748,32,0,10,4,0,3,76,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
749,749,3,68,5,22,1,6,138,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
750,750,25,15,36,17,2,6,154,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
751,751,5,5,20,60,3,5,137,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
752,752,47,18,1,9,0,5,122,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
753,753,10,57,7,9,1,5,118,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
754,754,5,4,66,4,2,5,122,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
755,755,20,9,13,59,3,5,117,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
756,756,50,4,15,3,0,5,146,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
757,757,0,52,22,7,1,6,139,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
758,758,4,6,69,19,2,5,119,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
759,759,9,4,33,53,3,7,177,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
760,760,62,11,20,23,0,7,152,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
761,761,5,44,16,0,1,3,86,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
762,762,0,10,55,6,2,4,110,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
763,763,23,17,3,36,3,5,129,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
764,764,30,8,5,23,0,4,91,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
765,765,15,44,3,25,1,5,131,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
766,766,16,3,53,3,2,5,116,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
767,767,12,6,20,60,3,6,140,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
768,768,44,3,22,19,0,4,81,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
769,769,6,31,5,12,1,4,102,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
770,770,12,12,37,15,2,4,96,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
771,771,12,13,4,56,3,6,129,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
772,772,64,27,0,5,0,5,114,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
773,773,19,58,0,1,1,5,132,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
774,774,9,3,57,15,2,6,132,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
775,775,8,8,24,56,3,6,140,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
776,776,46,8,10,2,0,4,99,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
777,777,5,45,7,10,1,5,105,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
778,778,10,6,61,24,2,7,192,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
779,779,10,8,18,51,3,6,135,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
780,780,62,13,7,17,0,5,129,GreedyAgent,RandomAgent,RandomAgent,RandomAgent,0
781,781,15,48,6,12,1,5,122,RandomAgent,GreedyAgent,RandomAgent,RandomAgent,1
782,782,26,11,33,3,2,5,137,RandomAgent,RandomAgent,GreedyAgent,RandomAgent,2
783,783,15,21,13,30,3,7,154,RandomAgent,RandomAgent,RandomAgent,GreedyAgent,3
